x,y,vitesse,regimeMoteur,distance,etape,brulage,panne
358937.8488670769,5042111.241167239,70.0,2878.078147516375,1013.8454170611136,0.0,0,0
358924.0090624567,5042124.899359939,70.0,2878.078147516375,1033.2898615054594,0.0,0,0
358910.16925783653,5042138.557552638,70.0,2878.078147516375,1052.7343059498053,0.0,0,0
358896.32945321634,5042152.215745338,70.0,2878.078147516375,1072.1787503941512,0.0,0,0
358882.48964859615,5042165.873938038,70.0,2878.078147516375,1091.623194838497,0.0,0,0
358868.64984397596,5042179.532130738,70.0,2878.078147516375,1111.067639282843,0.0,0,0
358854.81003935577,5042193.190323438,70.0,2878.078147516375,1130.5120837271888,0.0,0,0
358840.9702347356,5042206.848516137,70.0,2878.078147516375,1149.9565281715347,0.0,0,0
358827.1304301154,5042220.506708837,70.0,2878.078147516375,1169.4009726158806,0.0,0,0
358813.2906254952,5042234.164901537,70.0,2878.078147516375,1188.8454170602265,0.0,0,0
358799.450820875,5042247.823094237,70.0,2878.078147516375,1208.2898615045724,0.0,0,0
358785.6110162548,5042261.481286936,70.0,2878.078147516375,1227.7343059489183,0.0,0,0
358771.7712116346,5042275.139479636,70.0,2878.078147516375,1247.1787503932642,0.0,0,0
358757.93140701443,5042288.797672336,70.0,2878.078147516375,1266.62319483761,0.0,0,0
358744.09160239424,5042302.455865036,70.0,2878.078147516375,1286.067639281956,0.0,0,0
358730.25179777405,5042316.114057736,70.0,2878.078147516375,1305.5120837263019,0.0,0,0
358716.41199315386,5042329.772250435,70.0,2878.078147516375,1324.9565281706477,0.0,0,0
358702.57218853367,5042343.430443135,70.0,2878.078147516375,1344.4009726149936,0.0,0,0
358688.7323839135,5042357.088635835,70.0,2878.078147516375,1363.8454170593395,0.0,0,0
358674.8925792933,5042370.746828535,70.0,2878.078147516375,1383.2898615036854,0.0,0,0
358661.0527746731,5042384.405021234,70.0,2878.078147516375,1402.7343059480313,0.0,0,0
358647.2129700529,5042398.063213934,70.0,2878.078147516375,1422.1787503923772,0.0,0,0
358633.3731654327,5042411.721406634,70.0,2878.078147516375,1441.623194836723,0.0,0,0
358619.5333608125,5042425.379599334,70.0,2878.078147516375,1461.067639281069,0.0,0,0
358605.69355619233,5042439.0377920335,70.0,2878.078147516375,1480.5120837254149,0.0,0,0
358591.85375157214,5042452.695984733,70.0,2878.078147516375,1499.9565281697608,0.0,0,0
358578.01394695195,5042466.354177433,70.0,2878.078147516375,1519.4009726141066,0.0,0,0
358564.17414233176,5042480.012370133,70.0,2878.078147516375,1538.8454170584525,0.0,0,0
358550.33433771157,5042493.670562833,70.0,2878.078147516375,1558.2898615027984,0.0,0,0
358536.4945330914,5042507.328755532,70.0,2878.078147516375,1577.7343059471443,0.0,0,0
358522.6547284712,5042520.986948232,70.0,2878.078147516375,1597.1787503914902,0.0,0,0
358508.814923851,5042534.645140932,70.0,2878.078147516375,1616.623194835836,0.0,0,0
358494.9751192308,5042548.303333632,70.0,2878.078147516375,1636.067639280182,0.0,0,0
358481.1353146106,5042561.9615263315,70.0,2878.078147516375,1655.5120837245279,0.0,0,0
358467.2955099904,5042575.619719031,70.0,2878.078147516375,1674.9565281688738,0.0,0,0
358453.45570537023,5042589.277911731,70.0,2878.078147516375,1694.4009726132197,0.0,0,0
358439.61590075004,5042602.936104431,70.0,2878.078147516375,1713.8454170575656,0.0,0,0
358425.77609612985,5042616.594297131,70.0,2878.078147516375,1733.2898615019114,0.0,0,0
358411.93629150966,5042630.25248983,70.0,2878.078147516375,1752.7343059462573,0.0,0,0
358398.09648688947,5042643.91068253,70.0,2878.078147516375,1772.1787503906032,0.0,0,0
358384.2566822693,5042657.56887523,70.0,2878.078147516375,1791.6231948349491,0.0,0,0
358370.4168776491,5042671.22706793,70.0,2878.078147516375,1811.067639279295,0.0,0,0
358356.5770730289,5042684.8852606295,70.0,2878.078147516375,1830.512083723641,0.0,0,0
358342.7372684087,5042698.543453329,70.0,2878.078147516375,1849.9565281679868,0.0,0,0
358328.8974637885,5042712.201646029,70.0,2878.078147516375,1869.4009726123327,0.0,0,0
358315.0576591683,5042725.859838729,70.0,2878.078147516375,1888.8454170566786,0.0,0,0
358301.21785454813,5042739.518031429,70.0,2878.078147516375,1908.2898615010245,0.0,0,0
358287.37804992794,5042753.176224128,70.0,2878.078147516375,1927.7343059453704,0.0,0,0
358273.53824530775,5042766.834416828,70.0,2878.078147516375,1947.1787503897162,0.0,0,0
358259.69844068756,5042780.492609528,70.0,2878.078147516375,1966.6231948340621,0.0,0,0
358245.85863606737,5042794.150802228,70.0,2878.078147516375,1986.067639278408,0.0,0,0
358232.0188314472,5042807.808994927,70.0,2878.078147516375,2005.512083722754,0.0,0,0
358218.179026827,5042821.467187627,70.0,2878.078147516375,2024.9565281670998,0.0,0,0
358204.3392222068,5042835.125380327,70.0,2878.078147516375,2044.4009726114457,0.0,0,0
358190.4994175866,5042848.783573027,70.0,2878.078147516375,2063.8454170557916,0.0,0,0
358176.6596129664,5042862.441765727,70.0,2878.078147516375,2083.2898615001372,0.0,0,0
358162.8198083462,5042876.099958426,70.0,2878.078147516375,2102.734305944483,0.0,0,0
358148.980003726,5042889.758151126,70.0,2878.078147516375,2122.1787503888286,0.0,0,0
358135.14019910584,5042903.416343826,70.0,2878.078147516375,2141.6231948331742,0.0,0,0
358121.30039448565,5042917.074536526,70.0,2878.078147516375,2161.06763927752,0.0,0,0
358107.46058986546,5042930.732729225,70.0,2878.078147516375,2180.5120837218656,0.0,0,0
358093.62078524526,5042944.390921925,70.0,2878.078147516375,2199.9565281662112,0.0,0,0
358079.7809806251,5042958.049114625,70.0,2878.078147516375,2219.400972610557,0.0,0,0
358065.9411760049,5042971.707307325,70.0,2878.078147516375,2238.8454170549026,0.0,0,0
358052.1013713847,5042985.3655000245,70.0,2878.078147516375,2258.289861499248,0.0,0,0
358038.2615667645,5042999.023692724,70.0,2878.078147516375,2277.734305943594,0.0,0,0
358024.4217621443,5043012.681885424,70.0,2878.078147516375,2297.1787503879395,0.0,0,0
358010.5819575241,5043026.340078124,70.0,2878.078147516375,2316.623194832285,0.0,0,0
357996.7421529039,5043039.998270824,70.0,2878.078147516375,2336.067639276631,0.0,0,0
357982.90234828374,5043053.656463523,70.0,2878.078147516375,2355.5120837209765,0.0,0,0
357969.06254366355,5043067.314656223,70.0,2878.078147516375,2374.956528165322,0.0,0,0
357955.22273904335,5043080.972848923,70.0,2878.078147516375,2394.400972609668,0.0,0,0
357941.38293442316,5043094.631041623,70.0,2878.078147516375,2413.8454170540135,0.0,0,0
357927.543129803,5043108.2892343225,70.0,2878.078147516375,2433.289861498359,0.0,0,0
357913.7033251828,5043121.947427022,70.0,2878.078147516375,2452.734305942705,0.0,0,0
357899.8635205626,5043135.605619722,70.0,2878.078147516375,2472.1787503870505,0.0,0,0
357886.0237159424,5043149.263812422,70.0,2878.078147516375,2491.623194831396,0.0,0,0
357872.1839113222,5043162.922005122,70.0,2878.078147516375,2511.067639275742,0.0,0,0
357858.344106702,5043176.580197821,70.0,2878.078147516375,2530.5120837200875,0.0,0,0
357844.5043020818,5043190.238390521,70.0,2878.078147516375,2549.956528164433,0.0,0,0
357830.66449746164,5043203.896583221,70.0,2878.078147516375,2569.400972608779,0.0,0,0
357816.82469284144,5043217.554775921,70.0,2878.078147516375,2588.8454170531245,0.0,0,0
357802.98488822125,5043231.2129686205,70.0,2878.078147516375,2608.28986149747,0.0,0,0
357789.14508360106,5043244.87116132,70.0,2878.078147516375,2627.734305941816,0.0,0,0
357775.3052789809,5043258.52935402,70.0,2878.078147516375,2647.1787503861615,0.0,0,0
357761.4654743607,5043272.18754672,70.0,2878.078147516375,2666.623194830507,0.0,0,0
357747.6256697405,5043285.84573942,70.0,2878.078147516375,2686.067639274853,0.0,0,0
357733.7858651203,5043299.503932119,70.0,2878.078147516375,2705.5120837191985,0.0,0,0
357719.9460605001,5043313.162124819,70.0,2878.078147516375,2724.956528163544,0.0,0,0
357706.1062558799,5043326.820317519,70.0,2878.078147516375,2744.40097260789,0.0,0,0
357692.2664512597,5043340.478510219,70.0,2878.078147516375,2763.8454170522355,0.0,0,0
357678.42664663953,5043354.136702918,70.0,2878.078147516375,2783.289861496581,0.0,0,0
357664.58684201934,5043367.794895618,70.0,2878.078147516375,2802.734305940927,0.0,0,0
357650.74703739915,5043381.453088318,70.0,2878.078147516375,2822.1787503852725,0.0,0,0
357636.90723277896,5043395.111281018,70.0,2878.078147516375,2841.623194829618,0.0,0,0
357623.06742815877,5043408.769473718,70.0,2878.078147516375,2861.067639273964,0.0,0,0
357609.2276235386,5043422.427666417,70.0,2878.078147516375,2880.5120837183094,0.0,0,0
357595.3878189184,5043436.085859117,70.0,2878.078147516375,2899.956528162655,0.0,0,0
357581.5480142982,5043449.744051817,70.0,2878.078147516375,2919.4009726070008,0.0,0,0
357567.708209678,5043463.402244517,70.0,2878.078147516375,2938.8454170513464,0.0,0,0
357553.8684050578,5043477.060437216,70.0,2878.078147516375,2958.289861495692,0.0,0,0
357540.0286004376,5043490.718629916,70.0,2878.078147516375,2977.7343059400378,0.0,0,0
357526.18879581743,5043504.376822616,70.0,2878.078147516375,2997.1787503843834,0.0,0,0
357512.34899119724,5043518.035015316,70.0,2878.078147516375,3016.623194828729,0.0,0,0
357498.50918657705,5043531.6932080155,70.0,2878.078147516375,3036.0676392730747,0.0,0,0
357484.66938195686,5043545.351400715,70.0,2878.078147516375,3055.5120837174204,0.0,0,0
357470.82957733667,5043559.009593415,70.0,2878.078147516375,3074.956528161766,0.0,0,0
357456.9897727165,5043572.667786115,70.0,2878.078147516375,3094.4009726061117,0.0,0,0
357443.1499680963,5043586.325978815,70.0,2878.078147516375,3113.8454170504574,0.0,0,0
357429.3101634761,5043599.984171514,70.0,2878.078147516375,3133.289861494803,0.0,0,0
357415.4703588559,5043613.642364214,70.0,2878.078147516375,3152.7343059391487,0.0,0,0
357401.6305542357,5043627.300556914,70.0,2878.078147516375,3172.1787503834944,0.0,0,0
357387.7907496155,5043640.958749614,70.0,2878.078147516375,3191.62319482784,0.0,0,0
357373.95094499533,5043654.6169423135,70.0,2878.078147516375,3211.0676392721857,0.0,0,0
357360.11114037514,5043668.275135013,70.0,2878.078147516375,3230.5120837165314,0.0,0,0
357346.27133575495,5043681.933327713,70.0,2878.078147516375,3249.956528160877,0.0,0,0
357332.43153113476,5043695.591520413,70.0,2878.078147516375,3269.4009726052227,0.0,0,0
357318.59172651457,5043709.249713113,70.0,2878.078147516375,3288.8454170495684,0.0,0,0
357304.7519218944,5043722.907905812,70.0,2878.078147516375,3308.289861493914,0.0,0,0
357290.9121172742,5043736.566098512,70.0,2878.078147516375,3327.7343059382597,0.0,0,0
357277.072312654,5043750.224291212,70.0,2878.078147516375,3347.1787503826054,0.0,0,0
357263.2325080338,5043763.882483912,70.0,2878.078147516375,3366.623194826951,0.0,0,0
357249.3927034136,5043777.5406766115,70.0,2878.078147516375,3386.0676392712967,0.0,0,0
357235.5528987934,5043791.198869311,70.0,2878.078147516375,3405.5120837156423,0.0,0,0
357221.71309417323,5043804.857062011,70.0,2878.078147516375,3424.956528159988,0.0,0,0
357207.87328955304,5043818.515254711,70.0,2878.078147516375,3444.4009726043337,0.0,0,0
357194.03348493285,5043832.173447411,70.0,2878.078147516375,3463.8454170486793,0.0,0,0
357180.19368031266,5043845.83164011,70.0,2878.078147516375,3483.289861493025,0.0,0,0
357166.35387569247,5043859.48983281,70.0,2878.078147516375,3502.7343059373707,0.0,0,0
357152.5140710723,5043873.14802551,70.0,2878.078147516375,3522.1787503817163,0.0,0,0
357138.6742664521,5043886.80621821,70.0,2878.078147516375,3541.623194826062,0.0,0,0
357124.8344618319,5043900.464410909,70.0,2878.078147516375,3561.0676392704077,0.0,0,0
357110.9946572117,5043914.122603609,70.0,2878.078147516375,3580.5120837147533,0.0,0,0
357097.1548525915,5043927.780796309,70.0,2878.078147516375,3599.956528159099,0.0,0,0
357083.3150479713,5043941.438989009,70.0,2878.078147516375,3619.4009726034446,0.0,0,0
357069.47524335113,5043955.097181709,70.0,2878.078147516375,3638.8454170477903,0.0,0,0
357055.63543873094,5043968.755374408,70.0,2878.078147516375,3658.289861492136,0.0,0,0
357041.79563411075,5043982.413567108,70.0,2878.078147516375,3677.7343059364816,0.0,0,0
357027.95582949056,5043996.071759808,70.0,2878.078147516375,3697.1787503808273,0.0,0,0
357014.11602487037,5044009.729952508,70.0,2878.078147516375,3716.623194825173,0.0,0,0
357000.2762202502,5044023.388145207,70.0,2878.078147516375,3736.0676392695186,0.0,0,0
356986.43641563,5044037.046337907,70.0,2878.078147516375,3755.5120837138643,0.0,0,0
356972.5966110098,5044050.704530607,70.0,2878.078147516375,3774.95652815821,0.0,0,0
356958.7568063896,5044064.362723307,70.0,2878.078147516375,3794.4009726025556,0.0,0,0
356944.9170017694,5044078.0209160065,70.0,2878.078147516375,3813.8454170469013,0.0,0,0
356931.0771971492,5044091.679108706,70.0,2878.078147516375,3833.289861491247,0.0,0,0
356917.23739252903,5044105.337301406,70.0,2878.078147516375,3852.7343059355926,0.0,0,0
356903.39758790884,5044118.995494106,70.0,2878.078147516375,3872.1787503799383,0.0,0,0
356889.55778328865,5044132.653686806,70.0,2878.078147516375,3891.623194824284,0.0,0,0
356875.71797866846,5044146.311879505,70.0,2878.078147516375,3911.0676392686296,0.0,0,0
356861.87817404827,5044159.970072205,70.0,2878.078147516375,3930.5120837129753,0.0,0,0
356848.0383694281,5044173.628264905,70.0,2878.078147516375,3949.956528157321,0.0,0,0
356834.1985648079,5044187.286457605,70.0,2878.078147516375,3969.4009726016666,0.0,0,0
356820.3587601877,5044200.9446503045,70.0,2878.078147516375,3988.8454170460122,0.0,0,0
356806.5189555675,5044214.602843004,70.0,2878.078147516375,4008.289861490358,0.0,1,0
356792.6791509473,5044228.261035704,70.0,2878.078147516375,4027.7343059347036,0.0,1,0
356778.8393463271,5044241.919228404,70.0,2878.078147516375,4047.1787503790492,0.0,1,0
356764.99954170693,5044255.577421104,70.0,2878.078147516375,4066.623194823395,0.0,1,0
356751.15973708674,5044269.235613803,70.0,2878.078147516375,4086.0676392677406,0.0,1,0
356737.31993246655,5044282.893806503,70.0,2878.078147516375,4105.512083712087,0.0,1,0
356723.48012784636,5044296.551999203,70.0,2878.078147516375,4124.956528156433,0.0,1,0
356709.64032322617,5044310.210191903,70.0,2878.078147516375,4144.400972600779,0.0,1,0
356695.800518606,5044323.8683846025,70.0,2878.078147516375,4163.845417045125,0.0,1,0
356681.9607139858,5044337.526577302,70.0,2878.078147516375,4183.289861489471,0.0,1,0
356668.1209093656,5044351.184770002,70.0,2878.078147516375,4202.734305933817,0.0,1,0
356654.2811047454,5044364.842962702,70.0,2878.078147516375,4222.178750378163,0.0,1,0
356640.4413001252,5044378.501155402,70.0,2878.078147516375,4241.6231948225095,0.0,1,0
356626.601495505,5044392.159348101,70.0,2878.078147516375,4261.067639266856,0.0,1,0
356612.7616908848,5044405.817540801,70.0,2878.078147516375,4280.512083711202,0.0,1,0
356598.92188626464,5044419.475733501,70.0,2878.078147516375,4299.956528155548,0.0,1,0
356585.08208164445,5044433.133926201,70.0,2878.078147516375,4319.400972599894,0.0,1,0
356571.24227702426,5044446.7921189,70.0,2878.078147516375,4338.84541704424,0.0,1,0
356557.40247240406,5044460.4503116,70.0,2878.078147516375,4358.289861488586,0.0,1,0
356543.5626677839,5044474.1085043,70.0,2878.078147516375,4377.734305932932,0.0,1,0
356529.7228631637,5044487.766697,70.0,2878.078147516375,4397.178750377278,0.0,1,0
356515.8830585435,5044501.4248897,70.0,2878.078147516375,4416.623194821625,0.0,1,0
356502.0432539233,5044515.083082399,70.0,2878.078147516375,4436.067639265971,0.0,1,0
356488.2034493031,5044528.741275099,70.0,2878.078147516375,4455.512083710317,0.0,1,0
356474.3636446829,5044542.399467799,70.0,2878.078147516375,4474.956528154663,0.0,1,0
356460.5238400627,5044556.057660499,70.0,2878.078147516375,4494.400972599009,0.0,1,0
356446.68403544254,5044569.715853198,70.0,2878.078147516375,4513.845417043355,0.0,1,0
356432.84423082235,5044583.374045898,70.0,2878.078147516375,4533.289861487701,0.0,1,0
356419.00442620215,5044597.032238598,70.0,2878.078147516375,4552.734305932047,0.0,1,0
356405.16462158196,5044610.690431298,70.0,2878.078147516375,4572.1787503763935,0.0,1,0
356391.3248169618,5044624.3486239975,70.0,2878.078147516375,4591.62319482074,0.0,1,0
356377.4850123416,5044638.006816697,70.0,2878.078147516375,4611.067639265086,0.0,1,0
356363.6452077214,5044651.665009397,70.0,2878.078147516375,4630.512083709432,0.0,1,0
356349.8054031012,5044665.323202097,70.0,2878.078147516375,4649.956528153778,0.0,1,0
356335.965598481,5044678.981394797,70.0,2878.078147516375,4669.400972598124,0.0,1,0
356322.1257938608,5044692.639587496,70.0,2878.078147516375,4688.84541704247,0.0,1,0
356308.2859892406,5044706.297780196,70.0,2878.078147516375,4708.289861486816,0.0,1,0
356294.44618462044,5044719.955972896,70.0,2878.078147516375,4727.734305931162,0.0,1,0
356280.60638000024,5044733.614165596,70.0,2878.078147516375,4747.178750375509,0.0,1,0
356266.76657538005,5044747.2723582955,70.0,2878.078147516375,4766.623194819855,0.0,1,0
356252.92677075986,5044760.930550995,70.0,2878.078147516375,4786.067639264201,0.0,1,0
356239.0869661397,5044774.588743695,70.0,2878.078147516375,4805.512083708547,0.0,1,0
356225.2471615195,5044788.246936395,70.0,2878.078147516375,4824.956528152893,0.0,1,0
356211.4073568993,5044801.905129095,70.0,2878.078147516375,4844.400972597239,0.0,1,0
356197.5675522791,5044815.563321794,70.0,2878.078147516375,4863.845417041585,0.0,1,0
